Station,Date,.mean,Upper 90
"Nyon, Triangle de l'Etraz",25/05/2022 14:00,5.3,11.2
"Nyon, Triangle de l'Etraz",25/05/2022 14:10,5.3,11.2
"Nyon, Triangle de l'Etraz",25/05/2022 14:20,5.3,11.2
"Nyon, Triangle de l'Etraz",25/05/2022 14:30,5.5,11.4
"Nyon, Triangle de l'Etraz",25/05/2022 14:40,5.5,11.4
"Nyon, Triangle de l'Etraz",25/05/2022 14:50,5.2,11.1
"Nyon, Triangle de l'Etraz",25/05/2022 15:00,5.2,11.2
"Nyon, Triangle de l'Etraz",25/05/2022 15:10,5.3,11.3
"Nyon, Triangle de l'Etraz",25/05/2022 15:20,5.5,11.5
"Nyon, Triangle de l'Etraz",25/05/2022 15:30,5.8,11.9
"Nyon, Triangle de l'Etraz",25/05/2022 15:40,6.2,12.3
"Nyon, Triangle de l'Etraz",25/05/2022 15:50,5.8,11.9
"Nyon, Triangle de l'Etraz",25/05/2022 16:00,5.9,12.0
"Nyon, Triangle de l'Etraz",25/05/2022 16:10,6.0,12.1
"Nyon, Triangle de l'Etraz",25/05/2022 16:20,5.8,11.9
"Nyon, Triangle de l'Etraz",25/05/2022 16:30,5.5,11.6
"Nyon, Triangle de l'Etraz",25/05/2022 16:40,5.7,11.9
"Nyon, Triangle de l'Etraz",25/05/2022 16:50,5.9,12.1
"Nyon, Triangle de l'Etraz",25/05/2022 17:00,6.3,12.5
"Nyon, Triangle de l'Etraz",25/05/2022 17:10,6.5,12.7
"Nyon, Triangle de l'Etraz",25/05/2022 17:20,6.4,12.6
"Nyon, Triangle de l'Etraz",25/05/2022 17:30,6.4,12.6
"Nyon, Triangle de l'Etraz",25/05/2022 17:40,6.1,12.3
"Nyon, Triangle de l'Etraz",25/05/2022 17:50,5.4,11.6
"Nyon, Triangle de l'Etraz",25/05/2022 18:00,5.7,12.0
"Nyon, Triangle de l'Etraz",25/05/2022 18:10,6.0,12.3
"Nyon, Triangle de l'Etraz",25/05/2022 18:20,6.2,12.5
"Nyon, Triangle de l'Etraz",25/05/2022 18:30,6.4,12.7
"Nyon, Triangle de l'Etraz",25/05/2022 18:40,7.2,13.5
"Nyon, Triangle de l'Etraz",25/05/2022 18:50,6.8,13.1
"Nyon, Triangle de l'Etraz",25/05/2022 19:00,7.0,13.3
"Nyon, Triangle de l'Etraz",25/05/2022 19:10,7.0,13.4
"Nyon, Triangle de l'Etraz",25/05/2022 19:20,7.0,13.4
"Nyon, Triangle de l'Etraz",25/05/2022 19:30,7.0,13.4
"Nyon, Triangle de l'Etraz",25/05/2022 19:40,7.6,14.0
"Nyon, Triangle de l'Etraz",25/05/2022 19:50,7.5,13.9
"Nyon, Triangle de l'Etraz",25/05/2022 20:00,7.4,13.9
"Nyon, Triangle de l'Etraz",25/05/2022 20:10,7.5,14.0
"Nyon, Triangle de l'Etraz",25/05/2022 20:20,7.3,13.7
"Nyon, Triangle de l'Etraz",25/05/2022 20:30,7.3,13.8
"Nyon, Triangle de l'Etraz",25/05/2022 20:40,7.3,13.8
"Nyon, Triangle de l'Etraz",25/05/2022 20:50,7.0,13.6
"Nyon, Triangle de l'Etraz",25/05/2022 21:00,6.9,13.4
"Nyon, Triangle de l'Etraz",25/05/2022 21:10,6.9,13.5
"Nyon, Triangle de l'Etraz",25/05/2022 21:20,7.0,13.5
"Nyon, Triangle de l'Etraz",25/05/2022 21:30,7.1,13.7
"Nyon, Triangle de l'Etraz",25/05/2022 21:40,7.1,13.7
"Nyon, Triangle de l'Etraz",25/05/2022 21:50,7.1,13.7
"Nyon, Triangle de l'Etraz",25/05/2022 22:00,7.2,13.8
"Nyon, Triangle de l'Etraz",25/05/2022 22:10,7.4,14.0
"Nyon, Triangle de l'Etraz",25/05/2022 22:20,7.5,14.1
"Nyon, Triangle de l'Etraz",25/05/2022 22:30,7.5,14.2
"Nyon, Triangle de l'Etraz",25/05/2022 22:40,7.6,14.3
"Nyon, Triangle de l'Etraz",25/05/2022 22:50,7.5,14.2
"Nyon, Triangle de l'Etraz",25/05/2022 23:00,7.4,14.1
"Nyon, Triangle de l'Etraz",25/05/2022 23:10,7.4,14.2
"Nyon, Triangle de l'Etraz",25/05/2022 23:20,7.4,14.1
"Nyon, Triangle de l'Etraz",25/05/2022 23:30,7.4,14.2
"Nyon, Triangle de l'Etraz",25/05/2022 23:40,7.5,14.2
"Nyon, Triangle de l'Etraz",25/05/2022 23:50,7.5,14.3
"Nyon, Triangle de l'Etraz",26/05/2022 00:00,7.5,14.4
"Nyon, Triangle de l'Etraz",26/05/2022 00:10,7.6,14.4
"Nyon, Triangle de l'Etraz",26/05/2022 00:20,7.6,14.5
"Nyon, Triangle de l'Etraz",26/05/2022 00:30,7.7,14.5
"Nyon, Triangle de l'Etraz",26/05/2022 00:40,7.7,14.6
"Nyon, Triangle de l'Etraz",26/05/2022 00:50,7.6,14.5
"Nyon, Triangle de l'Etraz",26/05/2022 01:00,7.6,14.5
"Nyon, Triangle de l'Etraz",26/05/2022 01:10,7.6,14.5
"Nyon, Triangle de l'Etraz",26/05/2022 01:20,7.6,14.5
"Nyon, Triangle de l'Etraz",26/05/2022 01:30,7.5,14.5
"Nyon, Triangle de l'Etraz",26/05/2022 01:40,7.6,14.5
"Nyon, Triangle de l'Etraz",26/05/2022 01:50,7.6,14.6
"Nyon, Triangle de l'Etraz",26/05/2022 02:00,7.7,14.7
"Nyon, Triangle de l'Etraz",26/05/2022 02:10,7.7,14.7
"Nyon, Triangle de l'Etraz",26/05/2022 02:20,7.7,14.7
"Nyon, Triangle de l'Etraz",26/05/2022 02:30,7.7,14.7
"Nyon, Triangle de l'Etraz",26/05/2022 02:40,7.7,14.8
"Nyon, Triangle de l'Etraz",26/05/2022 02:50,7.6,14.7
"Nyon, Triangle de l'Etraz",26/05/2022 03:00,7.6,14.7
"Nyon, Triangle de l'Etraz",26/05/2022 03:10,7.7,14.8
"Nyon, Triangle de l'Etraz",26/05/2022 03:20,7.6,14.7
"Nyon, Triangle de l'Etraz",26/05/2022 03:30,7.5,14.6
"Nyon, Triangle de l'Etraz",26/05/2022 03:40,7.5,14.6
"Nyon, Triangle de l'Etraz",26/05/2022 03:50,7.4,14.6
"Nyon, Triangle de l'Etraz",26/05/2022 04:00,7.4,14.6
"Nyon, Triangle de l'Etraz",26/05/2022 04:10,7.4,14.6
"Nyon, Triangle de l'Etraz",26/05/2022 04:20,7.4,14.6
"Nyon, Triangle de l'Etraz",26/05/2022 04:30,7.3,14.5
"Nyon, Triangle de l'Etraz",26/05/2022 04:40,7.4,14.6
"Nyon, Triangle de l'Etraz",26/05/2022 04:50,7.3,14.6
"Nyon, Triangle de l'Etraz",26/05/2022 05:00,7.3,14.6
"Nyon, Triangle de l'Etraz",26/05/2022 05:10,7.4,14.6
"Nyon, Triangle de l'Etraz",26/05/2022 05:20,7.3,14.6
"Nyon, Triangle de l'Etraz",26/05/2022 05:30,7.5,14.8
"Nyon, Triangle de l'Etraz",26/05/2022 05:40,7.5,14.8
"Nyon, Triangle de l'Etraz",26/05/2022 05:50,7.5,14.8
"Nyon, Triangle de l'Etraz",26/05/2022 06:00,7.5,14.8
"Nyon, Triangle de l'Etraz",26/05/2022 06:10,7.5,14.8
"Nyon, Triangle de l'Etraz",26/05/2022 06:20,7.5,14.9
"Nyon, Triangle de l'Etraz",26/05/2022 06:30,7.5,14.8
"Nyon, Triangle de l'Etraz",26/05/2022 06:40,9.1,16.5
"Nyon, Triangle de l'Etraz",26/05/2022 06:50,8.8,16.2
"Nyon, Triangle de l'Etraz",26/05/2022 07:00,8.3,15.7
"Nyon, Triangle de l'Etraz",26/05/2022 07:10,8.3,15.7
"Nyon, Triangle de l'Etraz",26/05/2022 07:20,8.1,15.5
"Nyon, Triangle de l'Etraz",26/05/2022 07:30,8.1,15.5
"Nyon, Triangle de l'Etraz",26/05/2022 07:40,8.2,15.6
"Nyon, Triangle de l'Etraz",26/05/2022 07:50,7.7,15.2
"Nyon, Triangle de l'Etraz",26/05/2022 08:00,7.4,14.9
"Nyon, Triangle de l'Etraz",26/05/2022 08:10,7.4,14.9
"Nyon, Triangle de l'Etraz",26/05/2022 08:20,7.1,14.6
"Nyon, Triangle de l'Etraz",26/05/2022 08:30,6.9,14.4
"Nyon, Triangle de l'Etraz",26/05/2022 08:40,6.9,14.4
"Nyon, Triangle de l'Etraz",26/05/2022 08:50,6.5,14.0
"Nyon, Triangle de l'Etraz",26/05/2022 09:00,6.8,14.4
